respondent_id,age_group,gender,occupation,city_tier,monthly_income,income_range,education_level,fitness_goal,fitness_level,workout_frequency,workout_consistency,daily_steps,sleep_hours,sleep_quality,stress_level,diet_quality,water_intake,health_concern_level,medical_fitness_goal,uses_fitness_app,uses_wearable,past_smartwatch_owner,digital_adoption_level,trust_in_health_data,privacy_concern_level,app_notification_preference,pref_sleep_tracking,pref_stress_monitoring,pref_hydration_reminder,pref_heart_rate,pref_diet_suggestion,pref_workout_plan,pref_personalized_report,battery_life_importance,design_importance,brand_preference,monthly_health_spend,preferred_price_range,willingness_to_pay,payment_preference,discount_sensitivity,subscription_willingness,purchase_intention,likely_to_purchase,upgrade_intention,family_influence,social_media_influence,referrals_made,health_concern_score,fitness_readiness_score,lifestyle_risk_score,digital_adoption_score,price_sensitivity_score,purchase_potential_score,engagement_score,sleep_stress_risk_category,budget_segment,customer_value_segment,feedback_text
FT100363,18-24,Male,Student,Tier 1,34200.0,25K-50K,Graduate,Better Sleep,Beginner,2,Medium,9200,6.0,Poor,High,Poor,2.0,Medium,No,No,Yes,Yes,High,High,Low,Frequent,Yes,Yes,No,No,No,Yes,Yes,Low,Low,Budget / Value,1370.0,3K-6K,4500,Full Payment,High,Yes,4,Yes,No,High,High,2,80.2,35.0,77.0,64.5,88.3,54.0,57.7,High,Budget,Medium Value,"The watch is okay, does the basic job of counting steps."
FT100364,35-44,Female,Working Professional,Tier 1,88400.0,50K-1L,Graduate,Weight Loss,Intermediate,5,High,9300,4.7,Poor,High,Good,2.3,High,No,Yes,No,No,Medium,Medium,Low,Moderate,Yes,Yes,No,Yes,No,No,Yes,Medium,Low,Budget / Value,4300.0,6K-10K,6500,Full Payment,High,Yes,3,No,Yes,Low,Low,0,65.3,59.6,59.8,50.6,94.2,43.7,60.9,High,Mid-Range,Low Value,"It works as expected, neither impressed nor disappointed so far."
FT100365,25-34,Male,Working Professional,Tier 2,78700.0,50K-1L,Graduate,Weight Loss,Beginner,2,Medium,4600,5.0,Poor,High,Good,1.7,High,No,No,No,No,High,High,High,Moderate,Yes,Yes,Yes,No,Yes,Yes,Yes,High,Low,Premium / Trusted,3220.0,6K-10K,6700,Full Payment,Medium,Yes,3,No,No,Medium,High,1,67.0,27.0,61.1,40.4,64.5,35.6,50.9,High,Mid-Range,Low Value,"It works as expected, neither impressed nor disappointed so far."
FT100366,35-44,Male,Self-Employed,Tier 2,79100.0,50K-1L,Graduate,Medical / Recovery,Beginner,2,Medium,3200,5.7,Poor,Medium,Poor,1.5,Medium,Yes,No,No,No,Medium,Medium,Low,Frequent,Yes,No,Yes,Yes,Yes,No,No,High,Medium,No Preference,2470.0,6K-10K,6100,Full Payment,Low,Yes,4,Yes,No,Low,High,2,69.9,23.8,68.0,30.3,45.3,62.7,45.7,High,Mid-Range,Medium Value,"I love the sleep tracking, it is accurate and easy to understand."
FT100367,35-44,Male,Working Professional,Tier 1,71000.0,50K-1L,High School,Weight Loss,Beginner,3,Medium,8400,7.3,Good,Low,Good,3.3,Low,Yes,Yes,No,No,High,High,High,Moderate,No,No,No,Yes,No,Yes,No,Medium,Medium,No Preference,2870.0,3K-6K,5500,Full Payment,High,Yes,2,No,No,Low,High,3,21.9,51.3,25.2,71.8,91.8,25.8,59.7,Low,Mid-Range,Low Value,"Design is decent, battery is average, app could improve a little."
FT100368,25-34,Female,Working Professional,Tier 2,40100.0,25K-50K,High School,Stress Management,Intermediate,6,High,9600,4.7,Poor,High,Good,3.6,High,No,Yes,No,Yes,Medium,High,Low,Moderate,Yes,Yes,No,Yes,No,No,No,High,High,No Preference,560.0,3K-6K,3600,Full Payment,Medium,No,4,Yes,Yes,Medium,Medium,1,65.2,56.4,60.3,56.5,74.6,56.7,58.6,High,Budget,Medium Value,"Average experience overall, nothing special but works fine."
FT100369,45-54,Other,Self-Employed,Tier 2,37100.0,25K-50K,Diploma,Muscle Gain,Intermediate,3,Medium,3600,6.4,Poor,Medium,Poor,0.9,Medium,Yes,No,No,No,Low,Low,Low,Moderate,No,Yes,Yes,No,No,No,Yes,Low,Low,No Preference,860.0,3K-6K,3400,Full Payment,Medium,Yes,2,No,No,Medium,Medium,1,72.3,34.1,72.0,22.1,70.3,34.0,31.6,High,Budget,Low Value,"It works as expected, neither impressed nor disappointed so far."
FT100370,35-44,Male,Self-Employed,Tier 2,29100.0,25K-50K,High School,Muscle Gain,Beginner,2,Medium,5200,6.7,Average,Medium,Good,2.8,Medium,No,Yes,No,No,High,Medium,Low,Minimal,No,No,No,No,No,Yes,No,Medium,High,Budget / Value,490.0,3K-6K,3100,Full Payment,High,Yes,4,Yes,Yes,Low,High,2,52.2,35.9,48.0,59.2,90.9,59.6,44.0,Moderate,Budget,Medium Value,"Great value for money, the app is smooth and the design looks premium."
FT100371,18-24,Female,Student,Tier 1,24700.0,< 25K,Graduate,Stress Management,Beginner,1,Low,2300,6.4,Average,Medium,Poor,2.3,Medium,No,Yes,No,No,Medium,High,Low,Moderate,No,Yes,Yes,No,Yes,No,No,Medium,High,Premium / Trusted,1390.0,6K-10K,6900,Full Payment,Medium,No,3,Yes,No,High,Medium,4,63.8,15.3,65.9,50.5,76.5,53.4,56.5,Moderate,Mid-Range,Medium Value,Hard to set up for beginners and too many confusing notifications.
FT100372,25-34,Female,Working Professional,Tier 1,60700.0,50K-1L,High School,Medical / Recovery,Intermediate,4,High,6600,6.0,Poor,Medium,Good,1.3,Medium,Yes,Yes,Yes,Yes,High,High,High,Minimal,Yes,Yes,No,Yes,Yes,No,Yes,High,Medium,No Preference,2540.0,3K-6K,5600,Full Payment,Low,Yes,3,No,No,Low,High,0,53.1,39.9,44.4,95.3,50.0,47.8,73.8,High,Mid-Range,Medium Value,"Average experience overall, nothing special but works fine."
FT100373,25-34,Female,Working Professional,Tier 3,32600.0,25K-50K,High School,Weight Loss,Beginner,1,Low,4100,6.1,Poor,High,Average,1.9,High,No,No,Yes,Yes,Low,Medium,Medium,Minimal,No,Yes,No,Yes,No,No,Yes,High,Low,Premium / Trusted,240.0,3K-6K,5900,Full Payment,Low,No,4,Yes,Yes,Low,Medium,3,84.7,16.8,75.2,42.9,51.0,64.2,31.9,High,Mid-Range,Medium Value,"The watch is okay, does the basic job of counting steps."
FT100374,18-24,Male,Student,Tier 2,17600.0,< 25K,Post Graduate,Muscle Gain,Intermediate,0,Low,1400,6.9,Average,Medium,Good,1.8,Medium,No,Yes,No,Yes,High,High,High,Moderate,Yes,Yes,Yes,No,No,No,Yes,Medium,Low,No Preference,930.0,< 3K,1700,Full Payment,High,No,3,No,Yes,Medium,High,0,51.2,20.2,51.3,70.0,91.8,50.7,67.6,Moderate,Budget,Medium Value,The battery life is excellent and lasts almost a week on a single charge.
FT100375,18-24,Female,Student,Tier 1,31200.0,25K-50K,Post Graduate,Stress Management,Beginner,1,Low,3200,5.7,Poor,High,Average,3.8,Medium,Yes,Yes,Yes,Yes,High,High,Medium,Minimal,No,Yes,No,Yes,Yes,Yes,No,Medium,Low,Premium / Trusted,760.0,6K-10K,8100,EMI,High,Yes,4,Yes,No,Medium,High,2,81.5,18.0,79.8,96.3,98.9,72.9,69.8,High,Mid-Range,Medium Value,The battery life is excellent and lasts almost a week on a single charge.
FT100376,45-54,Female,Working Professional,Tier 3,48700.0,25K-50K,Graduate,General Fitness,Advanced,6,High,8300,4.1,Poor,High,Average,3.6,High,No,No,No,No,Low,Low,Medium,Minimal,Yes,Yes,No,Yes,No,Yes,No,Medium,Medium,Premium / Trusted,360.0,6K-10K,6000,Full Payment,Medium,No,2,No,No,Medium,Medium,2,71.8,61.4,72.3,15.3,68.5,19.2,26.5,High,Mid-Range,Low Value,"Too expensive for the features offered, the price could be lower."
FT100377,25-34,Female,Working Professional,Tier 1,72800.0,50K-1L,Graduate,Better Sleep,Intermediate,2,Medium,3900,7.2,Average,Medium,Good,1.6,Medium,Yes,Yes,No,No,Medium,High,Medium,Minimal,No,Yes,Yes,No,No,No,No,High,Medium,Budget / Value,760.0,3K-6K,4400,Full Payment,High,Yes,3,No,No,Medium,High,1,43.7,38.3,45.8,56.4,85.0,43.4,47.3,Moderate,Budget,Low Value,"Design is decent, battery is average, app could improve a little."
FT100378,25-34,Male,Working Professional,Tier 3,61800.0,50K-1L,Post Graduate,General Fitness,Beginner,3,Medium,4500,5.9,Poor,High,Average,1.1,Medium,No,Yes,No,No,Medium,Low,Medium,Moderate,Yes,Yes,Yes,No,Yes,Yes,No,Low,Medium,Budget / Value,2550.0,3K-6K,3300,Full Payment,High,Yes,3,No,No,Medium,High,2,76.2,36.2,66.9,51.3,87.4,48.2,65.4,High,Budget,Medium Value,"The watch is okay, does the basic job of counting steps."
FT100379,35-44,Female,Self-Employed,Tier 2,33400.0,25K-50K,High School,Weight Loss,Intermediate,3,Medium,5400,6.1,Poor,Medium,Average,2.9,Medium,No,Yes,No,No,Medium,Medium,High,Frequent,Yes,Yes,No,No,Yes,No,No,High,Medium,Budget / Value,580.0,< 3K,2900,Full Payment,High,Yes,3,No,No,Medium,Medium,2,61.3,36.9,64.9,55.6,91.0,44.0,65.3,High,Budget,Low Value,Heart rate readings feel inaccurate during workouts and the strap is uncomfortable.
FT100380,25-34,Male,Working Professional,Tier 3,38300.0,25K-50K,Graduate,Better Sleep,Beginner,1,Low,2500,5.1,Poor,Medium,Average,2.7,Medium,No,No,No,No,Low,Low,Medium,Moderate,Yes,No,No,No,Yes,No,No,High,High,Budget / Value,1710.0,< 3K,1900,Full Payment,High,No,1,No,Yes,Low,Low,0,68.3,12.1,66.0,22.9,87.2,8.2,27.6,High,Budget,Low Value,"Too expensive for the features offered, the price could be lower."
FT100381,45-54,Female,Homemaker,Tier 3,11400.0,< 25K,High School,Medical / Recovery,Advanced,6,High,10700,6.4,Poor,Medium,Average,3.3,Medium,Yes,Yes,No,No,Low,Medium,Medium,Moderate,No,No,No,Yes,No,No,No,High,Low,Premium / Trusted,660.0,3K-6K,4000,Full Payment,High,No,3,No,No,Low,High,3,64.5,69.6,50.6,38.4,99.6,47.5,43.7,High,Budget,Medium Value,"Average experience overall, nothing special but works fine."
FT100382,35-44,Male,Homemaker,Tier 1,39500.0,25K-50K,Graduate,Weight Loss,Intermediate,4,High,7800,5.9,Poor,Medium,Poor,1.5,Medium,No,No,Yes,Yes,Medium,Medium,Medium,Moderate,Yes,Yes,Yes,No,Yes,Yes,No,Medium,High,Budget / Value,1220.0,3K-6K,4600,Full Payment,Medium,No,3,No,Yes,High,Low,0,64.7,50.1,66.4,50.9,69.3,50.5,50.2,High,Budget,Medium Value,"Design is decent, battery is average, app could improve a little."
FT100383,25-34,Male,Working Professional,Tier 2,63200.0,50K-1L,Post Graduate,Stress Management,Beginner,2,Medium,7400,5.0,Poor,High,Poor,2.9,High,No,Yes,Yes,Yes,Medium,Medium,Medium,Moderate,Yes,No,Yes,Yes,Yes,No,No,High,Low,Budget / Value,3960.0,3K-6K,4200,Full Payment,Medium,No,4,Yes,Yes,Low,Medium,0,83.3,32.5,83.3,66.2,70.2,54.9,66.3,High,Budget,Medium Value,"I love the sleep tracking, it is accurate and easy to understand."
FT100384,25-34,Male,Homemaker,Tier 1,33700.0,25K-50K,Graduate,Weight Loss,Intermediate,5,High,11900,6.6,Average,Medium,Poor,1.7,High,Yes,Yes,Yes,Yes,Medium,Medium,Low,Frequent,Yes,No,Yes,Yes,Yes,No,Yes,Medium,Medium,Premium / Trusted,600.0,6K-10K,7100,Full Payment,High,No,4,Yes,No,Medium,Medium,0,45.2,70.6,56.5,70.2,97.3,60.5,79.0,Moderate,Mid-Range,Medium Value,"Design is decent, battery is average, app could improve a little."
FT100385,55+,Male,Working Professional,Tier 2,87800.0,50K-1L,Post Graduate,Weight Loss,Beginner,2,Medium,6400,6.1,Poor,Medium,Poor,2.8,Low,No,Yes,No,No,Low,Low,Medium,Moderate,Yes,No,No,Yes,Yes,Yes,No,Medium,High,No Preference,4040.0,6K-10K,6500,Full Payment,High,Yes,3,No,No,High,Medium,2,72.0,28.8,68.4,41.3,83.3,39.5,57.6,High,Mid-Range,Low Value,"Reasonable device for the price, a few features could be better."
FT100386,35-44,Male,Working Professional,Tier 2,53500.0,50K-1L,Graduate,Weight Loss,Advanced,3,Medium,7100,6.1,Average,Medium,Average,2.3,Medium,No,Yes,No,Yes,Medium,Medium,High,Moderate,Yes,No,No,No,No,No,Yes,Low,High,Budget / Value,3040.0,3K-6K,4300,Full Payment,Medium,No,4,Yes,No,Medium,Low,0,51.6,56.6,50.7,51.4,70.9,57.6,52.6,Moderate,Budget,Medium Value,"The watch is okay, does the basic job of counting steps."
FT100387,55+,Male,Homemaker,Tier 1,23700.0,< 25K,Graduate,Better Sleep,Advanced,5,High,9800,7.0,Average,Medium,Average,3.8,Low,Yes,No,No,Yes,Low,Medium,High,Frequent,Yes,Yes,No,No,No,No,No,Medium,High,Premium / Trusted,860.0,6K-10K,6500,Full Payment,Low,Yes,1,No,Yes,High,Low,0,43.6,78.2,47.2,15.8,48.5,11.1,32.1,Moderate,Mid-Range,Low Value,Heart rate readings feel inaccurate during workouts and the strap is uncomfortable.
FT100388,18-24,Male,Student,Tier 1,20000.0,< 25K,Graduate,Weight Loss,Intermediate,1,Low,4900,6.4,Average,Medium,Average,2.7,Medium,No,Yes,Yes,Yes,High,Medium,High,Moderate,Yes,No,No,Yes,No,No,No,Low,High,Budget / Value,1050.0,6K-10K,6100,Full Payment,Low,No,4,Yes,Yes,High,Medium,1,60.6,33.7,55.6,83.7,50.7,54.4,63.9,Moderate,Mid-Range,Medium Value,"It works as expected, neither impressed nor disappointed so far."
FT100389,45-54,Male,Self-Employed,Tier 1,73300.0,50K-1L,Graduate,Weight Loss,Intermediate,4,High,7500,7.0,Average,Low,Poor,2.0,Low,No,No,No,No,Low,Low,Medium,Moderate,Yes,No,Yes,Yes,Yes,No,No,High,Low,No Preference,2830.0,6K-10K,6800,Full Payment,Low,No,2,No,No,High,Medium,0,39.3,53.8,49.4,22.5,48.4,22.6,36.0,Low,Mid-Range,Low Value,The app keeps crashing and the notifications are unreliable.
FT100390,25-34,Female,Working Professional,Tier 1,65500.0,50K-1L,Graduate,Stress Management,Intermediate,4,High,7300,5.2,Poor,High,Good,2.4,High,No,Yes,Yes,No,High,High,Medium,Moderate,Yes,Yes,Yes,No,Yes,No,Yes,High,Medium,Premium / Trusted,1040.0,6K-10K,9600,Full Payment,Low,Yes,4,Yes,No,Medium,High,7,59.0,48.7,59.2,91.9,47.1,60.5,79.6,High,Mid-Range,Medium Value,"The watch is okay, does the basic job of counting steps."
FT100391,18-24,Female,Student,Tier 1,21300.0,< 25K,Diploma,General Fitness,Beginner,3,Medium,4500,6.0,Poor,Medium,Poor,2.2,High,No,No,No,No,High,High,High,Minimal,Yes,No,Yes,No,Yes,No,Yes,High,Medium,Premium / Trusted,1330.0,6K-10K,6800,Full Payment,High,Yes,4,Yes,No,High,High,4,69.4,37.0,70.2,42.1,95.2,55.5,35.9,High,Mid-Range,Medium Value,"Reasonable device for the price, a few features could be better."
FT100392,25-34,Female,Working Professional,Tier 3,69500.0,50K-1L,Graduate,Weight Loss,Beginner,2,Medium,6700,6.9,Average,Low,Poor,1.4,Low,No,No,No,No,High,High,Medium,Moderate,Yes,No,No,Yes,Yes,No,No,High,High,Premium / Trusted,1210.0,6K-10K,6400,Full Payment,Medium,Yes,4,Yes,No,Medium,High,8,44.8,38.9,48.1,42.3,65.4,55.5,38.7,Low,Mid-Range,Medium Value,"Average experience overall, nothing special but works fine."
FT100393,35-44,Male,Homemaker,Tier 2,14300.0,< 25K,Diploma,Weight Loss,Advanced,6,High,9500,7.0,Good,Low,Good,3.8,Low,No,Yes,No,No,Low,Low,High,Frequent,No,No,No,No,Yes,No,No,High,High,No Preference,630.0,3K-6K,3700,Full Payment,Medium,No,2,No,No,High,Low,0,18.0,79.6,8.1,34.4,72.7,19.9,49.3,Low,Budget,Low Value,Customer support was slow and the device disconnects from the app often.
FT100394,18-24,Male,Student,Tier 3,13700.0,< 25K,Graduate,Stress Management,Beginner,0,Low,5600,5.3,Poor,High,Poor,3.6,Medium,No,Yes,No,No,High,High,Medium,Moderate,No,Yes,No,No,No,No,No,Medium,Medium,Premium / Trusted,180.0,6K-10K,6600,Full Payment,Low,Yes,5,Yes,No,Low,High,3,87.3,17.9,90.0,58.0,52.0,100.0,50.6,High,Mid-Range,Medium Value,"I love the sleep tracking, it is accurate and easy to understand."
FT100395,25-34,Female,Working Professional,Tier 3,48800.0,25K-50K,High School,Muscle Gain,Beginner,1,Low,5700,6.6,Average,High,Good,2.2,High,No,Yes,Yes,Yes,High,Medium,Medium,Minimal,Yes,No,Yes,Yes,No,No,No,High,High,No Preference,1720.0,3K-6K,3400,Full Payment,Medium,Yes,4,Yes,Yes,Low,Medium,3,60.2,33.8,59.6,77.4,74.3,68.0,58.9,High,Budget,Medium Value,"I love the sleep tracking, it is accurate and easy to understand."
FT100396,35-44,Male,Working Professional,Tier 2,71600.0,50K-1L,Graduate,Stress Management,Beginner,0,Low,1900,6.4,Average,High,Average,2.9,High,No,No,Yes,Yes,Medium,Medium,Medium,Moderate,Yes,No,No,Yes,No,Yes,Yes,Medium,Medium,Budget / Value,3030.0,3K-6K,4700,Full Payment,Low,No,4,Yes,No,Medium,High,3,70.8,16.4,68.3,49.4,47.2,60.7,45.4,High,Budget,Medium Value,Step counting is accurate and syncing with the app is fast and seamless.
FT100397,18-24,Male,Student,Tier 1,21200.0,< 25K,Diploma,Weight Loss,Advanced,5,High,10700,4.2,Poor,High,Good,3.9,High,No,Yes,No,No,High,High,Low,Frequent,No,Yes,No,No,Yes,No,No,High,High,No Preference,1000.0,3K-6K,5900,Full Payment,Medium,Yes,4,Yes,No,Medium,Medium,1,67.5,71.1,57.2,58.1,70.4,59.6,61.9,High,Mid-Range,Medium Value,Hard to set up for beginners and too many confusing notifications.
FT100398,25-34,Female,Student,Tier 3,11200.0,< 25K,Diploma,General Fitness,Advanced,7,High,6100,5.7,Poor,High,Poor,3.3,Medium,No,No,No,No,Medium,High,Low,Moderate,Yes,Yes,Yes,Yes,Yes,No,No,Medium,Medium,Budget / Value,570.0,< 3K,1900,Full Payment,High,No,4,Yes,No,Medium,High,2,78.9,63.6,71.2,30.0,89.8,58.6,42.9,High,Budget,Medium Value,"Reasonable device for the price, a few features could be better."
FT100399,25-34,Female,Self-Employed,Tier 2,64300.0,50K-1L,Graduate,Stress Management,Beginner,3,Medium,9800,7.0,Good,Medium,Average,2.1,Medium,No,Yes,No,No,High,High,High,Frequent,No,Yes,No,Yes,No,Yes,Yes,High,High,Budget / Value,580.0,3K-6K,4100,Full Payment,High,Yes,3,No,No,High,Medium,0,41.7,51.4,44.3,63.2,83.0,46.0,72.3,Low,Budget,Medium Value,"I love the sleep tracking, it is accurate and easy to understand."
FT100400,25-34,Male,Working Professional,Tier 2,61800.0,50K-1L,High School,Weight Loss,Beginner,2,Medium,2800,6.5,Poor,Medium,Average,2.2,High,No,No,No,No,Medium,Medium,Medium,Minimal,No,No,Yes,Yes,No,No,No,High,Low,Premium / Trusted,1590.0,6K-10K,7500,Full Payment,Low,No,2,No,No,High,Medium,1,63.5,16.9,59.0,25.6,51.9,25.8,21.5,High,Mid-Range,Low Value,Hard to set up for beginners and too many confusing notifications.
FT100401,45-54,Female,Working Professional,Tier 3,48500.0,25K-50K,Post Graduate,Weight Loss,Intermediate,3,Medium,7200,5.2,Poor,High,Average,0.9,High,No,No,No,No,Medium,High,Low,Moderate,Yes,Yes,No,Yes,Yes,No,Yes,High,High,Budget / Value,2360.0,< 3K,2100,Full Payment,Medium,No,3,No,Yes,Low,Medium,1,77.4,44.4,67.2,26.4,69.5,42.8,41.7,High,Budget,Low Value,"Too expensive for the features offered, the price could be lower."
FT100402,35-44,Male,Working Professional,Tier 2,53500.0,50K-1L,Graduate,General Fitness,Beginner,0,Low,3800,6.1,Poor,Medium,Good,2.9,Medium,No,Yes,No,No,Medium,Medium,High,Minimal,Yes,Yes,No,No,No,Yes,Yes,Medium,Medium,Budget / Value,1530.0,3K-6K,5000,Full Payment,Low,No,3,No,No,Low,Medium,0,61.6,9.6,61.2,53.2,61.8,41.9,54.8,High,Mid-Range,Low Value,"Average experience overall, nothing special but works fine."
FT100403,18-24,Female,Student,Tier 2,14700.0,< 25K,Graduate,General Fitness,Advanced,5,High,10500,6.2,Average,Medium,Poor,3.3,High,No,Yes,Yes,No,Medium,High,High,Moderate,No,No,No,No,No,No,Yes,High,High,Budget / Value,470.0,< 3K,2600,Full Payment,Medium,Yes,3,No,No,Medium,High,0,55.6,75.9,51.5,76.9,71.5,38.3,57.2,Moderate,Budget,Low Value,"It works as expected, neither impressed nor disappointed so far."
FT100404,55+,Male,Homemaker,Tier 3,11600.0,< 25K,High School,Weight Loss,Advanced,6,High,9000,7.2,Average,Low,Average,3.3,Low,No,Yes,No,No,Low,Low,Medium,Frequent,Yes,No,No,No,Yes,Yes,No,Medium,Low,Budget / Value,130.0,< 3K,1500,Full Payment,Medium,Yes,3,No,No,Medium,Low,2,30.4,68.6,28.1,32.6,67.8,44.9,57.3,Low,Budget,Low Value,"Reasonable device for the price, a few features could be better."
FT100405,45-54,Male,Self-Employed,Tier 2,49100.0,25K-50K,Post Graduate,Medical / Recovery,Intermediate,4,High,3500,5.4,Poor,Medium,Poor,2.9,Medium,Yes,No,Yes,No,Medium,High,Low,Moderate,Yes,Yes,No,No,No,Yes,No,Low,High,Premium / Trusted,2040.0,3K-6K,5300,Full Payment,Low,Yes,3,No,No,Low,Medium,0,59.9,33.0,59.6,44.8,49.7,48.0,39.5,High,Mid-Range,Medium Value,"It works as expected, neither impressed nor disappointed so far."
FT100406,18-24,Female,Student,Tier 3,13100.0,< 25K,Graduate,General Fitness,Beginner,0,Low,2400,5.9,Poor,Medium,Good,2.6,Low,No,No,Yes,Yes,High,High,Low,Moderate,Yes,No,No,No,No,Yes,No,Medium,High,Budget / Value,340.0,< 3K,2000,Full Payment,Medium,No,3,No,Yes,Low,High,1,65.1,11.6,61.5,70.0,82.9,51.6,44.1,High,Budget,Medium Value,"The watch is okay, does the basic job of counting steps."
FT100407,35-44,Male,Self-Employed,Tier 1,64800.0,50K-1L,Graduate,Muscle Gain,Intermediate,3,Medium,5900,8.2,Good,Low,Good,1.5,Low,No,Yes,Yes,Yes,High,High,High,Frequent,No,No,Yes,Yes,No,No,Yes,Low,Medium,No Preference,720.0,6K-10K,6400,Full Payment,Medium,No,4,Yes,No,Low,Medium,1,20.1,53.9,25.2,77.3,69.4,64.3,72.9,Low,Mid-Range,Medium Value,Heart rate monitoring feels reliable and the hydration reminders really help.
FT100408,18-24,Female,Student,Tier 1,30300.0,25K-50K,Diploma,Weight Loss,Advanced,3,Medium,2600,6.3,Poor,Medium,Poor,2.6,Medium,Yes,Yes,No,No,Medium,High,Low,Moderate,Yes,Yes,No,Yes,Yes,No,No,High,Medium,Budget / Value,1130.0,3K-6K,4800,Full Payment,Medium,Yes,4,Yes,No,Low,Medium,1,68.4,38.7,74.4,54.7,71.6,60.2,62.3,High,Budget,Medium Value,"Design is decent, battery is average, app could improve a little."
FT100409,55+,Male,Self-Employed,Tier 2,50900.0,50K-1L,Graduate,Muscle Gain,Beginner,2,Medium,5300,7.9,Good,Low,Poor,1.8,Low,No,Yes,No,No,Low,Medium,Low,Moderate,No,Yes,Yes,No,Yes,Yes,No,Medium,Medium,No Preference,1370.0,3K-6K,4200,Full Payment,Low,No,4,Yes,No,Low,Low,1,33.2,40.7,44.5,35.6,48.2,55.9,55.6,Low,Budget,Medium Value,"Reasonable device for the price, a few features could be better."
FT100410,35-44,Female,Working Professional,Tier 1,121600.0,1L-2L,Post Graduate,Muscle Gain,Advanced,4,High,5500,7.8,Average,High,Good,2.7,Low,No,No,Yes,No,Medium,Medium,Low,Moderate,Yes,Yes,Yes,No,No,Yes,No,High,Medium,Premium / Trusted,5150.0,6K-10K,9800,EMI,Low,Yes,3,No,No,High,Medium,0,53.8,57.1,48.8,44.9,41.1,37.1,43.9,High,Mid-Range,Low Value,Heart rate readings feel inaccurate during workouts and the strap is uncomfortable.
FT100411,35-44,Female,Self-Employed,Tier 3,27400.0,25K-50K,Graduate,Medical / Recovery,Beginner,0,Low,4200,6.6,Good,Low,Good,1.7,Low,Yes,No,No,No,Low,Medium,Medium,Moderate,No,No,No,No,No,Yes,No,High,Low,No Preference,470.0,< 3K,2300,Full Payment,High,No,1,No,Yes,High,Medium,1,26.5,29.3,29.6,8.7,96.2,7.3,18.3,Low,Budget,Low Value,Sleep tracking data seems wrong and the design feels cheap.
FT100412,18-24,Male,Student,Tier 1,18900.0,< 25K,High School,General Fitness,Advanced,6,High,9200,5.2,Poor,High,Average,2.7,High,No,Yes,Yes,No,Medium,Low,Medium,Moderate,Yes,Yes,Yes,Yes,No,Yes,No,High,High,Premium / Trusted,310.0,6K-10K,6300,Full Payment,Medium,Yes,4,Yes,No,Low,Medium,2,74.2,72.1,63.4,72.5,69.8,62.9,72.8,High,Mid-Range,Medium Value,The personalized health reports keep me motivated to stay consistent.
FT100413,45-54,Female,Homemaker,Tier 2,11800.0,< 25K,High School,Stress Management,Intermediate,4,High,10900,5.9,Poor,Medium,Average,3.4,High,Yes,Yes,Yes,Yes,Medium,Low,High,Moderate,Yes,Yes,Yes,Yes,Yes,Yes,No,High,High,Budget / Value,310.0,3K-6K,4200,Full Payment,Medium,Yes,3,No,No,Medium,Medium,0,60.4,53.6,55.8,64.7,74.1,52.2,74.4,High,Budget,Medium Value,"Average experience overall, nothing special but works fine."
FT100414,18-24,Male,Student,Tier 1,16500.0,< 25K,High School,General Fitness,Beginner,2,Medium,4700,7.3,Good,Medium,Good,2.6,Low,No,Yes,No,No,High,High,High,Minimal,No,No,No,No,No,Yes,Yes,Medium,Medium,Premium / Trusted,900.0,6K-10K,7400,Full Payment,Medium,No,3,No,Yes,High,High,1,36.0,37.4,38.2,74.4,74.0,51.8,53.6,Low,Mid-Range,Medium Value,"I love the sleep tracking, it is accurate and easy to understand."
FT100415,18-24,Male,Student,Tier 3,25600.0,25K-50K,Graduate,Muscle Gain,Beginner,4,High,8200,7.2,Average,Medium,Poor,2.6,Low,No,Yes,No,No,High,High,High,Minimal,Yes,Yes,Yes,No,Yes,No,Yes,Low,Low,Budget / Value,480.0,< 3K,1200,Full Payment,High,No,4,Yes,No,Medium,High,3,57.9,42.6,54.9,64.2,91.7,59.1,62.9,Moderate,Budget,Medium Value,Heart rate monitoring feels reliable and the hydration reminders really help.
